,5.000,2.500
115,7.32,4.167
116,7.34,3.333
117,7.36,6.667
118,7.38,4.167
119,7.4,1.667
120,7.42,1.667
121,7.44,6.667
122,7.46,4.167
123,7.48,3.333
124,7.5,6.667
125,7.52,8.333
126,7.54,5.0
127,7.56,1.667
128,7.58,4.167
129,7.6,1.667
130,7.62,5.0
131,7.64,0.833
132,7.66,4.167
133,7.68,3.333
134,7.7,3.333
135,7.72,5.0
136,7.74,5.833
137,7.76,1.667
138,7.78,6.667
139,7.8,5.833
140,7.82,5.833
141,7.84,4.167
142,7.86,5.0
143,7.88,2.5
144,7.9,3.333
145,7.92,1.667
146,7.94,3.333
147,7.96,1.667
148,7.98,4.167
149,8.0,1.667
150,8.02,7.5
151,8.04,6.667
152,8.06,5.833
153,8.08,4.167
154,8.1,4.167
155,8.12,2.5
156,8.14,3.333
157,8.16,4.167
158,8.18,10.0
159,8.2,7.5
160,8.22,4.167
161,8.24,3.333
162,8.26,5.833
163,8.28,5.833
164,8.3,2.5
165,8.32,5.0
166,8.34,4.167
167,8.36,6.667
168,8.38,8.333
169,8.4,5.0
170,8.42,2.5
171,8.44,8.333
172,8.46,4.167
173,8.48,7.5
174,8.5,5.833
175,8.52,7.5
176,8.54,10.0
177,8.56,6.667
178,8.58,5.833
179,8.6,7.5
180,8.62,5.0
181,8.64,6.667
182,8.66,7.5
183,8.68,5.833
184,8.7,3.333
185,8.72,5.0
186,8.74,9.167
187,8.76,5.0
188,8.78,7.5
189,8.8,5.833
190,8.82,4.167
191,8.84,3.333
192,8.86,5.0
193,8.88,2.5
194,8.9,5.833
195,8.92,5.0
196,8.94,4.167
197,8.96,1.667
198,8.98,5.0
199,9.0,4.167
200,9.02,8.333
201,9.04,8.333
202,9.06,5.0
203,9.08,5.833
204,9.1,2.5
205,9.12,5.0
206,9.14,3.333
207,9.16,0.833
208,9.18,9.167
209,9.2,11.66
210,9.22,5.0
211,9.24,5.833
212,9.26,4.167
213,9.28,5.0
214,9.3,4.167
215,9.32,5.833
216,9.34,4.167
217,9.36,8.333
218,9.38,5.0
219,9.4,8.333
220,9.42,9.167
221,9.44,8.333
222,9.46,4.167
223,9.48,4.167
224,9.5,6.667
225,9.52,6.667
226,9.54,2.5
227,9.56,3.333
228,9.58,5.0
229,9.6,4.167
230,9.62,5.0
231,9.64,7.5
232,9.66,6.667
233,9.68,2.5
234,9.7,4.167
235,9.72,8.333
236,9.74,1.667
237,9.76,5.0
238,9.78,7.5
239,9.8,3.333
240,9.82,8.333
241,9.84,5.0
242,9.86,4.167
243,9.88,3.333
244,9.9,8.333
245,9.92,5.0
246,9.94,1.667
247,9.96,2.5
248,9.98,3.333
249,10.0,5.0
250,10.02,2.5
251,10.04,6.66
252,10.06,1.66
253,10.08,5.0
254,10.1,4.16
255,10.12,5.0
256,10.14,9.16
257,10.16,1.66
258,10.18,7.5
259,10.2,12.5
260,10.22,4.16
261,10.24,7.5
262,10.26,6.66
263,10.28,6.66
264,10.3,5.83
265,10.32,6.66
266,10.34,6.66
267,10.36,5.0
268,10.38,13.3
269,10.4,4.16
270,10.42,6.66
271,10.44,5.0
272,10.46,5.83
273,10.48,7.5
274,10.5,7.5
275,10.52,4.16
276,10.54,5.0
277,10.56,5.83
278,10.58,5.0
279,10.6,3.33
280,10.62,5.83
281,10.64,10.0
282,10.66,2.5
283,10.68,0.83
284,10.7,9.16
285,10.72,4.16
286,10.74,0.83
287,10.76,3.33
288,10.78,5.0
289,10.8,10.8
290,10.82,7.5
291,10.84,7.5
292,10.86,8.33
293,10.88,6.66
294,10.9,7.5
295,10.92,5.0
296,10.94,5.83
297,10.96,3.33
298,10.98,7.5
299,11.0,6.66
300,11.02,7.5
301,11.04,9.16
302,11.06,5.83
303,11.08,3.33
304,11.1,7.5
305,11.12,7.5
306,11.14,4.16
307,11.16,10.0
308,11.18,8.33
309,11.2,5.0
310,11.22,6.66
311,11.24,3.33
312,11.26,6.66
313,11.28,7.5
314,11.3,6.66
315,11.32,2.5
316,11.34,2.5
317,11.36,4.16
318,11.38,6.66
319,11.4,2.5
320,11.42,3.33
321,11.44,6.66
322,11.46,5.0
323,11.48,8.33
324,11.5,2.5
325,11.52,9.16
326,11.54,5.0
327,11.56,7.5
328,11.58,5.83
329,11.6,3.33
330,11.62,10.8
331,11.64,9.16
332,11.66,6.66
333,11.68,5.0
334,11.7,7.5
335,11.72,6.66
336,11.74,9.16
337,11.76,6.66
338,11.78,4.16
339,11.8,2.5
340,11.82,5.0
341,11.84,5.0
342,11.86,9.16
343,11.88,5.0
344,11.9,3.33
345,11.92,1.66
346,11.94,6.66
347,11.96,5.0
348,11.98,2.5
349,12.0,5.0
350,12.02,4.16
351,12.04,5.83
352,12.06,9.16
353,12.08,11.6
354,12.1,4.16
355,12.12,8.33
356,12.14,5.83
357,12.16,5.83
358,12.18,6.66
359,12.2,6.66
360,12.22,4.16
361,12.24,5.0
362,12.26,6.66
363,12.28,4.16
364,12.3,8.33
365,12.32,10.0
366,12.34,5.0
367,12.36,7.5
368,12.38,7.5
369,12.4,0.0
370,12.42,5.0
371,12.44,8.33
372,12.46,8.33
373,12.48,10.0
374,12.5,5.0
375,12.52,7.5
376,12.54,6.66
377,12.56,6.66
378,12.58,5.0
379,12.6,5.83
380,12.62,9.16
381,12.64,6.66
382,12.66,9.16
383,12.68,10.0
384,12.7,6.66
385,12.72,5.0
386,12.74,8.33
387,12.76,5.83
388,12.78,6.66
389,12.8,5.83
390,12.82,5.0
391,12.84,6.66
392,12.86,7.5
393,12.88,4.16
394,12.9,5.83
395,12.92,7.5
396,12.94,5.83
397,12.96,5.0
398,12.98,5.0
399,13.0,8.33
400,13.02,6.66
401,13.04,3.33
402,13.06,4.16
403,13.08,3.33
404,13.1,5.83
405,13.12,10.8
406,13.14,4.16
407,13.16,5.83
408,13.18,5.0
409,13.2,6.66
410,13.22,5.83
411,13.24,5.0
412,13.26,2.5
413,13.28,5.83
414,13.3,9.16
415,13.32,10.0
416,13.34,7.5
417,13.36,7.5
418,13.38,3.33
419,13.4,5.0
420,13.42,5.0
421,13.44,3.33
422,13.46,7.5
423,13.48,4.16
424,13.5,3.33
425,13.52,5.0
426,13.54,5.0
427,13.56,2.5
428,13.58,7.5
429,13.6,8.33
430,13.62,6.66
431,13.64,5.83
432,13.66,10.0
433,13.68,3.33
434,13.7,2.5
435,13.72,5.83
436,13.74,8.33
437,13.76,5.0
438,13.78,8.33
439,13.8,7.5
440,13.82,5.0
441,13.84,1.66
442,13.86,6.66
443,13.88,9.16
444,13.9,5.0
445,13.92,3.33
446,13.94,8.33
447,13.96,6.66
448,13.98,6.66
449,14.0,4.16
450,14.02,8.33
451,14.04,9.16
452,14.06,11.6
453,14.08,5.83
454,14.1,6.66
455,14.12,4.16
456,14.14,10.8
457,14.16,13.3
458,14.18,5.0
459,14.2,5.0
460,14.22,5.0
461,14.24,5.0
462,14.26,4.16
463,14.28,3.33
464,14.3,5.0
465,14.32,3.33
466,14.34,6.66
467,14.36,9.16
468,14.38,5.83
469,14.4,3.33
470,14.42,5.0
471,14.44,5.0
472,14.46,2.5
473,14.48,5.83
474,14.5,9.16
475,14.52,8.33
476,14.54,8.33
477,14.56,9.16
478,14.58,7.5
479,14.6,3.33
480,14.62,5.83
481,14.64,4.16
482,14.66,1.66
483,14.68,7.5
484,14.7,5.0
485,14.72,7.5
486,14.74,7.5
487,14.76,4.16
488,14.78,7.5
489,14.8,4.16
490,14.82,5.83
491,14.84,5.83
492,14.86,10.0
493,14.88,7.5
494,14.9,9.16
495,14.92,5.83
496,14.94,7.5
497,14.96,10.0
498,14.98,7.5
499,15.0,9.16
500,15.02,10.0
501,15.04,4.16
502,15.06,9.16
503,15.08,7.5
504,15.1,5.83
505,15.12,9.16
506,15.14,5.83
507,15.16,5.83
508,15.18,7.5
509,15.2,6.66
510,15.22,8.33
511,15.24,8.33
512,15.26,6.66
513,15.28,4.16
514,15.3,7.5
515,15.32,3.33
516,15.34,6.66
517,15.36,5.0
518,15.38,3.33
519,15.4,9.16
520,15.42,5.83
521,15.44,6.66
522,15.46,12.5
523,15.48,7.5
524,15.5,4.16
525,15.52,9.16
526,15.54,5.0
527,15.56,9.16
528,15.58,0.83
529,15.6,5.0
530,15.62,12.5
531,15.64,7.5
532,15.66,4.16
533,15.68,5.83
534,15.7,5.83
535,15.72,5.0
536,15.74,2.5
537,15.76,4.16
538,15.78,7.5
539,15.8,9.16
540,15.82,13.3
541,15.84,14.1
542,15.86,4.16
543,15.88,9.16
544,15.9,5.0
545,15.92,3.33
546,15.94,5.0
547,15.96,5.83
548,15.98,6.66
549,16.0,10.0
550,16.02,5.0
551,16.04,5.0
552,16.06,5.83
553,16.08,5.0
554,16.1,3.33
555,16.12,2.5
556,16.14,5.0
557,16.16,4.16
558,16.18,10.0
559,16.2,4.16
560,16.22,7.5
561,16.24,6.66
562,16.26,10.8
563,16.28,7.5
564,16.3,6.66
565,16.32,4.16
566,16.34,9.16
567,16.36,7.5
568,16.38,4.16
569,16.4,10.0
570,16.42,7.5
571,16.44,5.0
572,16.46,5.83
573,16.48,7.5
574,16.5,7.5
575,16.52,8.33
576,16.54,6.66
577,16.56,7.5
578,16.58,7.5
579,16.6,7.5
580,16.62,5.83
581,16.64,10.0
582,16.66,5.0
583,16.68,5.0
584,16.7,5.0
585,16.72,8.33
586,16.74,4.16
587,16.76,8.33
588,16.78,8.33
589,16.8,8.33
590,16.82,10.8
591,16.84,10.8
592,16.86,4.16
593,16.88,6.66
594,16.9,8.33
595,16.92,8.33
596,16.94,10.0
597,16.96,8.33
598,16.98,11.6
599,17.0,16.6
600,17.02,9.16
601,17.04,5.0
602,17.06,7.5
603,17.08,6.66
604,17.1,9.16
605,17.12,4.16
606,17.14,4.16
607,17.16,8.33
608,17.18,7.5
609,17.2,5.83
610,17.22,7.5
611,17.24,5.83
612,17.26,5.0
613,17.28,9.16
614,17.3,10.8
615,17.32,8.33
616,17.34,12.5
617,17.36,10.0
618,17.38,11.6
619,17.4,10.0
620,17.42,9.16
621,17.44,10.8
622,17.46,10.8
623,17.48,6.66
624,17.5,11.6
625,17.52,8.33
626,17.54,6.66
627,17.56,8.33
628,17.58,7.5
629,17.6,7.5
630,17.62,10.0
631,17.64,5.0
632,17.66,5.83
633,17.68,6.66
634,17.7,9.16
635,17.72,10.8
636,17.74,7.5
637,17.76,10.8
638,17.78,6.66
639,17.8,8.33
640,17.82,11.6
641,17.84,6.66
642,17.86,5.83
643,17.88,10.0
644,17.9,7.5
645,17.92,7.5
646,17.94,10.0
647,17.96,6.66
648,17.98,8.33
649,18.0,8.33
650,18.02,8.33
651,18.04,10.0
652,18.06,10.8
653,18.08,5.83
654,18.1,7.5
655,18.12,9.16
656,18.14,5.83
657,18.16,7.5
658,18.18,8.33
659,18.2,7.5
660,18.22,5.83
661,18.24,6.66
662,18.26,10.0
663,18.28,10.8
664,18.3,5.83
665,18.32,8.33
666,18.34,8.33
667,18.36,11.6
668,18.38,8.33
669,18.4,9.16
670,18.42,14.1
671,18.44,14.1
672,18.46,11.6
673,18.48,10.0
674,18.5,6.66
675,18.52,10.0
676,18.54,12.5
677,18.56,13.3
678,18.58,14.1
679,18.6,8.33
680,18.62,6.66
681,18.64,13.3
682,18.66,7.5
683,18.68,8.33
684,18.7,14.1
685,18.72,8.33
686,18.74,12.5
687,18.76,6.66
688,18.78,9.16
689,18.8,6.66
690,18.82,4.16
691,18.84,8.33
692,18.86,9.16
693,18.88,10.8
694,18.9,10.0
695,18.92,5.83
696,18.94,10.8
697,18.96,13.3
698,18.98,6.66
699,19.0,12.5
700,19.02,10.0
701,19.04,11.6
702,19.06,10.0
703,19.08,8.33
704,19.1,10.8
705,19.12,10.8
706,19.14,12.5
707,19.16,12.5
708,19.18,12.5
709,19.2,4.16
710,19.22,11.6
711,19.24,7.5
712,19.26,10.0
713,19.28,12.5
714,19.3,10.8
715,19.32,10.0
716,19.34,11.6
717,19.36,6.66
718,19.38,10.8
719,19.4,10.0
720,19.42,6.66
721,19.44,16.6
722,19.46,10.8
723,19.48,9.16
724,19.5,12.5
725,19.52,10.0
726,19.54,10.8
727,19.56,11.6
728,19.58,5.0
729,19.6,10.0
730,19.62,8.33
731,19.64,14.1
732,19.66,6.66
733,19.68,13.3
734,19.7,15.8
735,19.72,10.0
736,19.74,12.5
737,19.76,9.16
738,19.78,8.33
739,19.8,13.3
740,19.82,15.8
741,19.84,12.5
742,19.86,8.33
743,19.88,11.6
744,19.9,10.0
745,19.92,9.16
746,19.94,8.33
747,19.96,10.8
748,19.98,7.5
749,20.0,8.33
750,20.02,9.16
751,20.04,9.16
752,20.06,15.0
753,20.08,11.6
754,20.1,12.5
755,20.12,13.3
756,20.14,17.5
757,20.16,13.3
758,20.18,12.5
759,20.2,14.1
760,20.22,11.6
761,20.24,10.8
762,20.26,10.8
763,20.28,10.8
764,20.3,11.6
765,20.32,18.3
766,20.34,11.6
767,20.36,10.0
768,20.38,10.8
769,20.4,10.8
770,20.42,10.8
771,20.44,14.1
772,20.46,15.0
773,20.48,14.1
774,20.5,10.0
775,20.52,9.16
776,20.54,12.5
777,20.56,13.3
778,20.58,12.5
779,20.6,10.8
780,20.62,11.6
781,20.64,11.6
782,20.66,20.0
783,20.68,10.8
784,20.7,6.66
785,20.72,10.0
786,20.74,14.1
787,20.76,8.33
788,20.78,9.16
789,20.8,10.8
790,20.82,16.6
791,20.84,11.6
792,20.86,13.3
793,20.88,11.6
794,20.9,6.66
795,20.92,14.1
796,20.94,13.3
797,20.96,10.0
798,20.98,13.3
799,21.0,6.66
800,21.02,10.8
801,21.04,10.0
802,21.06,14.1
803,21.08,10.0
804,21.1,9.16
805,21.12,14.1
806,21.14,10.8
807,21.16,17.5
808,21.18,17.5
809,21.2,18.3
810,21.22,6.66
811,21.24,10.8
812,21.26,10.0
813,21.28,11.6
814,21.3,15.8
815,21.32,20.0
816,21.34,5.83
817,21.36,15.8
818,21.38,10.0
819,21.4,10.0
820,21.42,14.1
821,21.44,17.5
822,21.46,13.3
823,21.48,8.33
824,21.5,13.3
825,21.52,10.8
826,21.54,10.8
827,21.56,10.0
828,21.58,16.6
829,21.6,12.5
830,21.62,15.8
831,21.64,15.0
832,21.66,6.66
833,21.68,10.0
834,21.7,10.8
835,21.72,20.8
836,21.74,12.5
837,21.76,16.6
838,21.78,12.5
839,21.8,20.8
840,21.82,17.5
841,21.84,12.5
842,21.86,11.6
843,21.88,12.5
844,21.9,13.3
845,21.92,15.0
846,21.94,13.3
847,21.96,10.0
848,21.98,20.0
849,22.0,14.1
850,22.02,13.3
851,22.04,9.16
852,22.06,14.1
853,22.08,14.1
854,22.1,10.8
855,22.12,9.16
856,22.14,19.1
857,22.16,11.6
858,22.18,13.3
859,22.2,14.1
860,22.22,14.1
861,22.24,15.8
862,22.26,15.8
863,22.28,8.33
864,22.3,14.1
865,22.32,15.0
866,22.34,11.6
867,22.36,18.3
868,22.38,15.0
869,22.4,14.1
870,22.42,13.3
871,22.44,10.8
872,22.46,13.3
873,22.48,14.1
874,22.5,13.3
875,22.52,9.16
876,22.54,20.8
877,22.56,15.0
878,22.58,16.6
879,22.6,10.8
880,22.62,7.5
881,22.64,22.5
882,22.66,13.3
883,22.68,13.3
884,22.7,10.8
885,22.72,8.33
886,22.74,13.3
887,22.76,13.3
888,22.78,14.1
889,22.8,10.0
890,22.82,15.8
891,22.84,16.6
892,22.86,13.3
893,22.88,9.16
894,22.9,11.6
895,22.92,12.5
896,22.94,10.8
897,22.96,13.3
898,22.98,14.1
899,23.0,15.0
900,23.02,15.0
901,23.04,16.6
902,23.06,17.5
903,23.08,14.1
904,23.1,17.5
905,23.12,14.1
906,23.14,13.3
907,23.16,17.5
908,23.18,10.8
909,23.2,14.1
910,23.22,13.3
911,23.24,9.16
912,23.26,17.5
913,23.28,6.66
914,23.3,10.0
915,23.32,18.3
916,23.34,11.6
917,23.36,15.0
918,23.38,7.5
919,23.4,5.0
920,23.42,14.1
921,23.44,17.5
922,23.46,12.5
923,23.48,15.8
924,23.5,16.6
925,23.52,10.8
926,23.54,13.3
927,23.56,12.5
928,23.58,15.0
929,23.6,11.6
930,23.62,10.0
931,23.64,6.66
932,23.66,10.0
933,23.68,14.1
934,23.7,20.8
935,23.72,13.3
936,23.74,11.6
937,23.76,13.3
938,23.78,13.3
939,23.8,18.3
940,23.82,21.6
941,23.84,14.1
942,23.86,13.3
943,23.88,11.6
944,23.9,14.1
945,23.92,13.3
946,23.94,11.6
947,23.96,8.33
948,23.98,19.1
949,24.0,14.1
950,24.02,17.5
951,24.04,15.8
952,24.06,10.8
953,24.08,9.16
954,24.1,14.1
955,24.12,9.16
956,24.14,18.3
957,24.16,14.1
958,24.18,10.8
959,24.2,18.3
960,24.22,9.16
961,24.24,14.1
962,24.26,12.5
963,24.28,15.8
964,24.3,10.8
965,24.32,14.1
966,24.34,5.83
967,24.36,12.5
968,24.38,10.0
969,24.4,9.16
970,24.42,11.6
971,24.44,7.5
972,24.46,14.1
973,24.48,15.0
974,24.5,12.5
975,24.52,11.6
976,24.54,8.33
977,24.56,12.5
978,24.58,10.0
979,24.6,8.33
980,24.62,15.0
981,24.64,10.0
982,24.66,17.5
983,24.68,10.0
984,24.7,16.6
985,24.72,12.5
986,24.74,15.0
987,24.76,6.66
988,24.78,10.8
989,24.8,9.16
990,24.82,11.6
991,24.84,13.3
992,24.86,12.5
993,24.88,18.3
994,24.9,10.8
995,24.92,14.1
996,24.94,18.3
997,24.96,14.1
998,24.98,14.1
999,25.0,12.5
1000,25.02,9.16
1001,25.04,13.3
1002,25.06,11.6
1003,25.08,12.5
1004,25.1,13.3
1005,25.12,10.8
1006,25.14,14.1
1007,25.16,11.6
1008,25.18,19.1
1009,25.2,8.33
1010,25.22,14.1
1011,25.24,10.0
1012,25.26,14.1
1013,25.28,17.5
1014,25.3,16.6
1015,25.32,12.5
1016,25.34,12.5
1017,25.36,13.3
1018,25.38,15.0
1019,25.4,15.8
1020,25.42,12.5
1021,25.44,11.6
1022,25.46,17.5
1023,25.48,10.0
1024,25.5,14.1
1025,25.52,15.8
1026,25.54,11.6
1027,25.56,12.5
1028,25.58,13.3
1029,25.6,13.3
1030,25.62,9.16
1031,25.64,12.5
1032,25.66,13.3
1033,25.68,16.6
1034,25.7,14.1
1035,25.72,14.1
1036,25.74,12.5
1037,25.76,10.8
1038,25.78,12.5
1039,25.8,16.6
1040,25.82,12.5
1041,25.84,13.3
1042,25.86,9.16
1043,25.88,10.0
1044,25.9,17.5
1045,25.92,8.33
1046,25.94,14.1
1047,25.96,16.6
1048,25.98,10.8
1049,26.0,10.8
1050,26.02,15.8
1051,26.04,20.0
1052,26.06,15.0
1053,26.08,7.5
1054,26.1,11.6
1055,26.12,18.3
1056,26.14,12.5
1057,26.16,8.33
1058,26.18,10.8
1059,26.2,9.16
1060,26.22,13.3
1061,26.24,11.6
1062,26.26,12.5
1063,26.28,10.8
1064,26.3,15.8
1065,26.32,10.0
1066,26.34,11.6
1067,26.36,13.3
1068,26.38,10.8
1069,26.4,10.0
1070,26.42,11.6
1071,26.44,15.8
1072,26.46,11.6
1073,26.48,10.0
1074,26.5,6.66
1075,26.52,16.6
1076,26.54,11.6
1077,26.56,14.1
1078,26.58,9.16
1079,26.6,12.5
1080,26.62,8.33
1081,26.64,17.5
1082,26.66,11.6
1083,26.68,11.6
1084,26.7,8.33
1085,26.72,14.1
1086,26.74,16.6
1087,26.76,10.0
1088,26.78,10.0
1089,26.8,12.5
1090,26.82,11.6
1091,26.84,5.0
1092,26.86,10.0
1093,26.88,6.66
1094,26.9,10.0
1095,26.92,10.8
1096,26.94,10.8
1097,26.96,11.6
1098,26.98,12.5
1099,27.0,12.5
1100,27.02,6.66
1101,27.04,13.3
1102,27.06,9.16
1103,27.08,15.8
1104,27.1,13.3
1105,27.12,15.0
1106,27.14,15.8
1107,27.16,11.6
1108,27.18,10.8
1109,27.2,10.8
1110,27.22,10.8
1111,27.24,18.3
1112,27.26,11.6
1113,27.28,12.5
1114,27.3,7.5
1115,27.32,12.5
1116,27.34,15.0
1117,27.36,11.6
1118,27.38,8.33
1119,27.4,9.16
1120,27.42,7.5
1121,27.44,12.5
1122,27.46,10.8
1123,27.48,7.5
1124,27.5,6.66
1125,27.52,7.5
1126,27.54,6.66
1127,27.56,10.8
1128,27.58,14.1
1129,27.6,16.6
1130,27.62,8.33
1131,27.64,8.33
1132,27.66,11.6
1133,27.68,10.8
1134,27.7,7.5
1135,27.72,10.8
1136,27.74,14.1
1137,27.76,14.1
1138,27.78,13.3
1139,27.8,7.5
1140,27.82,13.3
1141,27.84,8.33
1142,27.86,17.5
1143,27.88,9.16
1144,27.9,10.0
1145,27.92,11.6
1146,27.94,11.6
1147,27.96,13.3
1148,27.98,9.16
1149,28.0,10.8
1150,28.02,12.5
1151,28.04,9.16
1152,28.06,8.33
1153,28.08,5.83
1154,28.1,9.16
1155,28.12,9.16
1156,28.14,10.8
1157,28.16,10.8
1158,28.18,8.33
1159,28.2,10.8
1160,28.22,3.33
1161,28.24,10.0
1162,28.26,8.33
1163,28.28,9.16
1164,28.3,10.8
1165,28.32,8.33
1166,28.34,12.5
1167,28.36,11.6
1168,28.38,9.16
1169,28.4,5.83
1170,28.42,11.6
1171,28.44,10.0
1172,28.46,5.83
1173,28.48,9.16
1174,28.5,9.16
1175,28.52,11.6
1176,28.54,8.33
1177,28.56,8.33
1178,28.58,8.33
1179,28.6,10.8
1180,28.62,15.0
1181,28.64,7.5
1182,28.66,9.16
1183,28.68,10.8
1184,28.7,10.0
1185,28.72,10.0
1186,28.74,9.16
1187,28.76,5.83
1188,28.78,11.6
1189,28.8,8.33
1190,28.82,12.5
1191,28.84,11.6
1192,28.86,10.0
1193,28.88,10.8
1194,28.9,15.0
1195,28.92,10.0
1196,28.94,7.5
1197,28.96,7.5
1198,28.98,10.0
1199,29.0,10.0
1200,29.02,11.6
1201,29.04,15.0
1202,29.06,6.66
1203,29.08,8.33
1204,29.1,12.5
1205,29.12,14.1
1206,29.14,11.6
1207,29.16,10.0
1208,29.18,8.33
1209,29.2,10.0
1210,29.22,9.16
1211,29.24,8.33
1212,29.26,9.16
1213,29.28,11.6
1214,29.3,7.5
1215,29.32,10.0
1216,29.34,7.5
1217,29.36,10.0
1218,29.38,5.83
1219,29.4,7.5
1220,29.42,4.16
1221,29.44,11.6
1222,29.46,6.66
1223,29.48,9.16
1224,29.5,11.6
1225,29.52,7.5
1226,29.54,7.5
1227,29.56,9.16
1228,29.58,12.5
1229,29.6,10.8
1230,29.62,5.0
1231,29.64,5.0
1232,29.66,13.3
1233,29.68,11.6
1234,29.7,6.66
1235,29.72,10.0
1236,29.74,11.6
1237,29.76,6.66
1238,29.78,4.16
1239,29.8,5.83
1240,29.82,7.5
1241,29.84,10.8
1242,29.86,10.8
1243,29.88,10.0
1244,29.9,6.66
1245,29.92,5.83
1246,29.94,6.66
1247,29.96,9.16
1248,29.98,10.0
1249,30.0,12.5
1250,30.02,9.16
1251,30.04,8.33
1252,30.06,9.16
1253,30.08,8.33
1254,30.1,8.33
1255,30.12,11.6
1256,30.14,10.0
1257,30.16,11.6
1258,30.18,11.6
1259,30.2,6.66
1260,30.22,9.16
1261,30.24,8.33
1262,30.26,6.66
1263,30.28,6.66
1264,30.3,8.33
1265,30.32,10.0
1266,30.34,9.16
1267,30.36,7.5
1268,30.38,10.0
1269,30.4,5.83
1270,30.42,13.3
1271,30.44,6.66
1272,30.46,10.8
1273,30.48,12.5
1274,30.5,5.83
1275,30.52,8.33
1276,30.54,7.5
1277,30.56,13.3
1278,30.58,11.6
1279,30.6,9.16
1280,30.62,8.33
1281,30.64,8.33
1282,30.66,8.33
1283,30.68,8.33
1284,30.7,8.33
1285,30.72,10.0
1286,30.74,10.0
1287,30.76,9.16
1288,30.78,9.16
1289,30.8,5.83
1290,30.82,10.8
1291,30.84,8.33
1292,30.86,11.6
1293,30.88,4.16
1294,30.9,13.3
1295,30.92,9.16
1296,30.94,6.66
1297,30.96,12.5
1298,30.98,3.33
1299,31.0,9.16
1300,31.02,6.66
1301,31.04,12.5
1302,31.06,15.0
1303,31.08,7.5
1304,31.1,11.6
1305,31.12,8.33
1306,31.14,10.0
1307,31.16,10.8
1308,31.18,11.6
1309,31.2,8.33
1310,31.22,5.83
1311,31.24,9.16
1312,31.26,6.66
1313,31.28,10.8
1314,31.3,7.5
1315,31.32,7.5
1316,31.34,6.66
1317,31.36,7.5
1318,31.38,5.0
1319,31.4,10.8
1320,31.42,6.66
1321,31.44,11.6
1322,31.46,7.5
1323,31.48,9.16
1324,31.5,3.33
1325,31.52,9.16
1326,31.54,5.83
1327,31.56,6.66
1328,31.58,9.16
1329,31.6,5.83
1330,31.62,10.8
1331,31.64,8.33
1332,31.66,8.33
1333,31.68,7.5
1334,31.7,10.0
1335,31.72,10.8
1336,31.74,7.5
1337,31.76,5.83
1338,31.78,5.0
1339,31.8,9.16
1340,31.82,10.0
1341,31.84,5.0
1342,31.86,4.16
1343,31.88,9.16
1344,31.9,9.16
1345,31.92,6.66
1346,31.94,5.0
1347,31.96,9.16
1348,31.98,8.33
1349,32.0,5.0
1350,32.02,10.0
1351,32.04,10.0
1352,32.06,7.5
1353,32.08,11.6
1354,32.1,5.83
1355,32.12,13.3
1356,32.14,10.0
1357,32.16,6.66
1358,32.18,8.33
1359,32.2,10.0
1360,32.22,4.16
1361,32.24,10.0
